mel	mean_f0	output	text	
mels/LJ022-0023.pt	-1.0	001_mean_N.wav	The overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read.
mels/LJ022-0023.pt	1.0	001_mean_P.wav	The overwhelming majority of people in this country know how to sift the wheat from the chaff in what they hear and what they read.
mels/LJ043-0030.pt	-1.0	002_mean_N.wav	If somebody did that to me, a lousy trick like that, to take my wife away, and all the furniture, I would be mad as hell, too.
mels/LJ043-0030.pt	1.0	002_mean_P.wav	If somebody did that to me, a lousy trick like that, to take my wife away, and all the furniture, I would be mad as hell, too.
mels/LJ005-0201.pt	-1.0	003_mean_N.wav	as is shown by the report of the Commissioners to inquire into the state of the municipal corporations in eighteen thirty-five.
mels/LJ005-0201.pt	1.0	003_mean_P.wav	as is shown by the report of the Commissioners to inquire into the state of the municipal corporations in eighteen thirty-five.
mels/LJ001-0110.pt	-1.0	004_mean_N.wav	Even the Caslon type when enlarged shows great shortcomings in this respect:
mels/LJ001-0110.pt	1.0	004_mean_P.wav	Even the Caslon type when enlarged shows great shortcomings in this respect:
mels/LJ003-0345.pt	-1.0	005_mean_N.wav	All the committee could do in this respect was to throw the responsibility on others.
mels/LJ003-0345.pt	1.0	005_mean_P.wav	All the committee could do in this respect was to throw the responsibility on others.
mels/LJ007-0154.pt	-1.0	006_mean_N.wav	These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner, the man who came to the prison innocent, and still uncontaminated,
mels/LJ007-0154.pt	1.0	006_mean_P.wav	These pungent and well-grounded strictures applied with still greater force to the unconvicted prisoner, the man who came to the prison innocent, and still uncontaminated,
mels/LJ018-0098.pt	-1.0	007_mean_N.wav	and recognized as one of the frequenters of the bogus law-stationers. His arrest led to that of others.
mels/LJ018-0098.pt	1.0	007_mean_P.wav	and recognized as one of the frequenters of the bogus law-stationers. His arrest led to that of others.
mels/LJ047-0044.pt	-1.0	008_mean_N.wav	Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies
mels/LJ047-0044.pt	1.0	008_mean_P.wav	Oswald was, however, willing to discuss his contacts with Soviet authorities. He denied having any involvement with Soviet intelligence agencies
mels/LJ031-0038.pt	-1.0	009_mean_N.wav	The first physician to see the President at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.
mels/LJ031-0038.pt	1.0	009_mean_P.wav	The first physician to see the President at Parkland Hospital was Dr. Charles J. Carrico, a resident in general surgery.
mels/LJ048-0194.pt	-1.0	010_mean_N.wav	during the morning of November twenty-two prior to the motorcade.
mels/LJ048-0194.pt	1.0	010_mean_P.wav	during the morning of November twenty-two prior to the motorcade.



-0.1	101_mean.wav	during the morning of November twenty-two prior to the motorcade.
-0.2	102_mean.wav	during the morning of November twenty-two prior to the motorcade.
-0.3	103_mean.wav	during the morning of November twenty-two prior to the motorcade.
-0.4	104_mean.wav	during the morning of November twenty-two prior to the motorcade.
-0.5	105_mean.wav	during the morning of November twenty-two prior to the motorcade.
-0.6	106_mean.wav	during the morning of November twenty-two prior to the motorcade.
-0.7	107_mean.wav	during the morning of November twenty-two prior to the motorcade.
-0.8	108_mean.wav	during the morning of November twenty-two prior to the motorcade.
-0.9	109_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.0	110_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.1	111_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.2	112_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.3	113_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.4	114_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.5	115_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.6	116_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.7	117_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.8	118_mean.wav	during the morning of November twenty-two prior to the motorcade.
-1.9	119_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.0	120_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.1	121_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.2	122_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.3	123_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.4	124_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.5	125_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.6	126_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.7	127_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.8	128_mean.wav	during the morning of November twenty-two prior to the motorcade.
-2.9	129_mean.wav	during the morning of November twenty-two prior to the motorcade.
